batch_size	batch_id	time	sampler	dataset
2	0	0.0015929709999999986	bernoulli	nations
2	0	0.001565107000000232	bernoulli	nations
2	0	0.0016344469999998168	bernoulli	nations
2	0	0.001634362999999972	bernoulli	nations
2	0	0.001573117999999596	bernoulli	nations
2	0	0.0015595610000000981	bernoulli	nations
2	0	0.00157088800000027	bernoulli	nations
2	0	0.0015900470000000944	bernoulli	nations
2	0	0.001533580999999895	bernoulli	nations
2	0	0.0015780690000002373	bernoulli	nations
2	0	0.00159544899999986	bernoulli	nations
2	0	0.001595232000000113	bernoulli	nations
2	0	0.0015449400000000502	bernoulli	nations
2	0	0.0014810290000002446	bernoulli	nations
2	0	0.0015344490000002153	bernoulli	nations
2	0	0.0015261230000001014	bernoulli	nations
2	0	0.0014636260000000512	bernoulli	nations
2	0	0.0016571389999997521	bernoulli	nations
2	0	0.0016421079999999755	bernoulli	nations
2	0	0.0013592549999996706	bernoulli	nations
2	0	0.0014740390000000936	bernoulli	nations
2	0	0.0017734269999998276	bernoulli	nations
2	0	0.001608860999999795	bernoulli	nations
2	0	0.0013718960000002056	bernoulli	nations
2	0	0.001519705999999843	bernoulli	nations
2	0	0.001983039999999825	bernoulli	nations
2	0	0.001374366999999932	bernoulli	nations
2	0	0.001720393999999903	bernoulli	nations
2	0	0.0014425139999998393	bernoulli	nations
2	0	0.0014818000000000886	bernoulli	nations
2	0	0.001378910000000122	bernoulli	nations
2	0	0.001694029999999902	bernoulli	nations
2	0	0.0018230780000001445	bernoulli	nations
2	0	0.0014749000000002788	bernoulli	nations
2	0	0.001352191000000058	bernoulli	nations
2	0	0.001653639000000151	bernoulli	nations
2	0	0.0013826830000001067	bernoulli	nations
2	0	0.0014715370000000227	bernoulli	nations
2	0	0.0013922179999998896	bernoulli	nations
2	0	0.0014682850000000691	bernoulli	nations
2	0	0.001519980999999948	bernoulli	nations
2	0	0.001734244000000107	bernoulli	nations
2	0	0.0013827730000000038	bernoulli	nations
2	0	0.001432129999999976	bernoulli	nations
2	0	0.0013742310000002256	bernoulli	nations
2	0	0.001330999999999971	bernoulli	nations
2	0	0.0016449020000002257	bernoulli	nations
2	0	0.0013580549999998581	bernoulli	nations
2	0	0.0014047370000001003	bernoulli	nations
2	0	0.0014108789999998095	bernoulli	nations
2	0	0.0014020900000000225	bernoulli	nations
2	0	0.0014943390000001777	bernoulli	nations
2	0	0.0013671729999997773	bernoulli	nations
2	0	0.0013946869999998945	bernoulli	nations
2	0	0.0013888849999998953	bernoulli	nations
2	0	0.0013884280000002747	bernoulli	nations
2	0	0.001386450000000039	bernoulli	nations
2	0	0.0013623100000001998	bernoulli	nations
2	0	0.0014046020000000325	bernoulli	nations
2	0	0.0013564820000002697	bernoulli	nations
2	0	0.0015303360000000765	bernoulli	nations
2	0	0.0017447460000004078	bernoulli	nations
2	0	0.0026344620000000596	bernoulli	nations
2	0	0.0014319789999999166	bernoulli	nations
2	0	0.0015178399999999925	bernoulli	nations
2	0	0.0014736520000000475	bernoulli	nations
2	0	0.001439090999999948	bernoulli	nations
2	0	0.001561182999999744	bernoulli	nations
2	0	0.0014375030000000066	bernoulli	nations
2	0	0.0014707569999998782	bernoulli	nations
2	0	0.0014893200000001272	bernoulli	nations
2	0	0.0014599790000002777	bernoulli	nations
2	0	0.0014282409999997192	bernoulli	nations
2	0	0.0014203589999999267	bernoulli	nations
