batch_size	batch_id	time	sampler	dataset
2	0	0.008971408999997266	basic	umls
2	0	0.008993442999994272	basic	umls
2	0	0.008984394999998813	basic	umls
2	0	0.009030428999992068	basic	umls
2	0	0.008974334999990674	basic	umls
2	0	0.008986215000007292	basic	umls
2	0	0.009042929000003141	basic	umls
2	0	0.008758125999989375	basic	umls
2	0	0.008796660000001566	basic	umls
2	0	0.008800721999989491	basic	umls
2	0	0.008824148000002197	basic	umls
2	0	0.008815760000004502	basic	umls
2	0	0.0087862470000033	basic	umls
2	0	0.008988701000006927	basic	umls
2	0	0.008974214999994956	basic	umls
2	0	0.009891363999997793	basic	umls
2	0	0.009831214000001864	basic	umls
2	0	0.009530562999998438	basic	umls
2	0	0.009919121000010023	basic	umls
2	0	0.008820924999994872	basic	umls
2	0	0.008763778000002276	basic	umls
2	0	0.009182291000001896	basic	umls
2	0	0.009019104999993033	basic	umls
2	1	0.009015239999996538	basic	umls
2	1	0.008987405999988596	basic	umls
2	1	0.009202181999995673	basic	umls
2	1	0.009198568000002183	basic	umls
2	1	0.008979057999994211	basic	umls
2	1	0.008997062999995364	basic	umls
2	1	0.008986968999991518	basic	umls
2	1	0.009147393000006332	basic	umls
2	1	0.009296633999994697	basic	umls
2	1	0.00912191800000528	basic	umls
2	1	0.00913867500000265	basic	umls
2	1	0.00914167400000565	basic	umls
2	1	0.00908252099999629	basic	umls
2	1	0.009188180999998963	basic	umls
2	1	0.009091128000008553	basic	umls
2	1	0.009123811999998566	basic	umls
2	1	0.009032211999993933	basic	umls
2	1	0.009062591999992264	basic	umls
2	1	0.008994637000000694	basic	umls
2	1	0.009027453000001628	basic	umls
2	1	0.009052558999997018	basic	umls
2	1	0.009095654000006448	basic	umls
2	1	0.009100465000003055	basic	umls
2	2	0.008688755999997966	basic	umls
2	2	0.008677711999993676	basic	umls
2	2	0.008698779999988915	basic	umls
2	2	0.00869657100000154	basic	umls
2	2	0.009115717000000245	basic	umls
2	2	0.009185049000009826	basic	umls
2	2	0.008786893999996437	basic	umls
2	2	0.008717497000006347	basic	umls
2	2	0.008719671999998013	basic	umls
2	2	0.008750816000002715	basic	umls
2	2	0.008720753000005743	basic	umls
