batch_size	batch_id	time	sampler	dataset
2	0	0.00021584899999993468	bernoulli	kinships
2	0	0.00017641099999998744	bernoulli	kinships
2	0	0.0001577509999997062	bernoulli	kinships
2	0	0.00015674999999992778	bernoulli	kinships
2	0	0.00015527999999997988	bernoulli	kinships
2	0	0.00015471500000030503	bernoulli	kinships
2	0	0.00015439400000039072	bernoulli	kinships
2	0	0.00015423400000003085	bernoulli	kinships
2	0	0.00017071800000012516	bernoulli	kinships
2	0	0.00015576499999969684	bernoulli	kinships
2	0	0.00016978500000019991	bernoulli	kinships
2	0	0.0001694020000000407	bernoulli	kinships
2	0	0.00016785600000002177	bernoulli	kinships
2	0	0.00015540199999986015	bernoulli	kinships
2	0	0.00015414599999985512	bernoulli	kinships
2	0	0.00016896300000013298	bernoulli	kinships
2	0	0.00016087199999992308	bernoulli	kinships
2	0	0.0007345179999997953	bernoulli	kinships
2	0	0.00019650100000001558	bernoulli	kinships
2	0	0.0001629040000001858	bernoulli	kinships
2	0	0.00043733300000026176	bernoulli	kinships
2	0	0.00020164000000022497	bernoulli	kinships
2	0	0.00016614500000011745	bernoulli	kinships
2	0	0.00016070399999978946	bernoulli	kinships
2	0	0.00017877099999985546	bernoulli	kinships
2	0	0.0001762050000002624	bernoulli	kinships
2	0	0.00016014400000008422	bernoulli	kinships
2	0	0.00015834000000003456	bernoulli	kinships
2	0	0.00015930199999969474	bernoulli	kinships
2	0	0.00023924799999974766	bernoulli	kinships
2	0	0.00017881100000005645	bernoulli	kinships
2	0	0.0001609220000000633	bernoulli	kinships
2	0	0.0001741379999997683	bernoulli	kinships
2	0	0.0001576399999998479	bernoulli	kinships
2	0	0.00015552400000018451	bernoulli	kinships
2	0	0.00015405200000007113	bernoulli	kinships
2	0	0.0001536899999998731	bernoulli	kinships
2	0	0.0001539500000000693	bernoulli	kinships
2	0	0.0001536880000001517	bernoulli	kinships
2	0	0.000154049000000267	bernoulli	kinships
2	0	0.00017149100000013462	bernoulli	kinships
2	0	0.000155626999999825	bernoulli	kinships
2	0	0.0001552519999998836	bernoulli	kinships
2	0	0.0001540489999998229	bernoulli	kinships
2	0	0.00015263300000034619	bernoulli	kinships
2	0	0.00015358500000006714	bernoulli	kinships
2	0	0.00015505699999973643	bernoulli	kinships
2	0	0.00015417700000019963	bernoulli	kinships
2	0	0.00015456700000004986	bernoulli	kinships
2	0	0.0001534050000002729	bernoulli	kinships
2	0	0.00017039000000007576	bernoulli	kinships
2	0	0.00017009500000009226	bernoulli	kinships
2	0	0.00016939100000001872	bernoulli	kinships
2	0	0.00015465800000002972	bernoulli	kinships
2	0	0.00017126299999992156	bernoulli	kinships
2	0	0.0001752039999995958	bernoulli	kinships
2	0	0.00015504099999974486	bernoulli	kinships
2	0	0.00015461000000005498	bernoulli	kinships
2	0	0.00017054100000013506	bernoulli	kinships
2	0	0.000154009000000066	bernoulli	kinships
2	0	0.00017074900000002557	bernoulli	kinships
2	0	0.00018235100000030258	bernoulli	kinships
2	0	0.0001499099999997533	bernoulli	kinships
2	0	0.00014839199999983066	bernoulli	kinships
2	0	0.0001661980000000618	bernoulli	kinships
2	0	0.00016657699999989006	bernoulli	kinships
2	0	0.00015082899999985244	bernoulli	kinships
2	0	0.00015089300000026284	bernoulli	kinships
2	0	0.0001490419999998771	bernoulli	kinships
2	0	0.0001708370000002013	bernoulli	kinships
2	0	0.00015044000000008495	bernoulli	kinships
2	0	0.000166388999999878	bernoulli	kinships
2	0	0.00015144300000002886	bernoulli	kinships
2	0	0.00015075600000002964	bernoulli	kinships
2	0	0.0001677149999999017	bernoulli	kinships
2	0	0.00016584600000024707	bernoulli	kinships
2	0	0.00016604399999975428	bernoulli	kinships
2	0	0.0001510049999997598	bernoulli	kinships
2	0	0.00015041099999990593	bernoulli	kinships
2	0	0.00016694900000002733	bernoulli	kinships
2	0	0.00017000799999999927	bernoulli	kinships
2	0	0.00014985299999992208	bernoulli	kinships
2	0	0.00016661500000036966	bernoulli	kinships
2	0	0.00016532199999996777	bernoulli	kinships
2	0	0.00015008600000010475	bernoulli	kinships
2	0	0.0001489220000001623	bernoulli	kinships
2	0	0.0001493529999998522	bernoulli	kinships
2	0	0.00014971600000013296	bernoulli	kinships
2	0	0.00014825100000015468	bernoulli	kinships
2	0	0.00016669200000007933	bernoulli	kinships
2	0	0.00016472900000019663	bernoulli	kinships
2	0	0.00014973200000012454	bernoulli	kinships
2	0	0.00016518300000001318	bernoulli	kinships
2	0	0.00014999799999992902	bernoulli	kinships
2	0	0.00016420100000003046	bernoulli	kinships
2	0	0.0001508420000000399	bernoulli	kinships
2	0	0.0001482939999997157	bernoulli	kinships
2	0	0.00014799999999981495	bernoulli	kinships
2	0	0.0001638619999999591	bernoulli	kinships
2	0	0.00016361299999978485	bernoulli	kinships
2	0	0.00015017499999991912	bernoulli	kinships
2	0	0.00014837800000000456	bernoulli	kinships
2	0	0.000149588999999839	bernoulli	kinships
2	0	0.00016412100000007257	bernoulli	kinships
2	0	0.0001645820000000242	bernoulli	kinships
2	0	0.0001684489999997929	bernoulli	kinships
2	0	0.00023770399999989422	bernoulli	kinships
2	0	0.00021073100000013056	bernoulli	kinships
2	0	0.0001602190000000725	bernoulli	kinships
2	0	0.0001542050000002959	bernoulli	kinships
2	0	0.00017123699999999076	bernoulli	kinships
2	0	0.00015386799999994594	bernoulli	kinships
2	0	0.0002346759999998227	bernoulli	kinships
2	0	0.00015774299999993247	bernoulli	kinships
2	0	0.0001529469999996813	bernoulli	kinships
2	0	0.0010421009999999065	bernoulli	kinships
2	0	0.000341092999999848	bernoulli	kinships
2	0	0.00019925099999973384	bernoulli	kinships
2	0	0.0001783189999997603	bernoulli	kinships
2	0	0.0001652779999998799	bernoulli	kinships
2	0	0.00020144100000019094	bernoulli	kinships
2	0	0.0001739490000001176	bernoulli	kinships
2	0	0.00017106699999969166	bernoulli	kinships
2	0	0.00016905900000008245	bernoulli	kinships
2	0	0.00016672799999994936	bernoulli	kinships
2	0	0.00015828300000020334	bernoulli	kinships
2	0	0.00015605099999982386	bernoulli	kinships
2	0	0.00015408599999977568	bernoulli	kinships
2	0	0.0001747990000002808	bernoulli	kinships
2	0	0.00019599499999989334	bernoulli	kinships
2	0	0.00017408800000007219	bernoulli	kinships
2	0	0.00015611900000012113	bernoulli	kinships
