batch_size	batch_id	time	sampler	dataset
2	0	0.00019262900000027727	bernoulli	dbpedia50
2	0	0.00015908600000003048	bernoulli	dbpedia50
2	0	0.00015429599999983168	bernoulli	dbpedia50
2	0	0.0001725829999998929	bernoulli	dbpedia50
2	0	0.00015508499999983272	bernoulli	dbpedia50
2	0	0.00015287499999994125	bernoulli	dbpedia50
2	0	0.00015178999999987397	bernoulli	dbpedia50
2	0	0.00016981699999973898	bernoulli	dbpedia50
2	0	0.00015289599999990244	bernoulli	dbpedia50
2	0	0.00015087899999999266	bernoulli	dbpedia50
2	0	0.0001692179999999155	bernoulli	dbpedia50
2	0	0.00015302400000027916	bernoulli	dbpedia50
2	0	0.00015186499999986225	bernoulli	dbpedia50
2	0	0.00016922799999985472	bernoulli	dbpedia50
2	0	0.00016806399999991228	bernoulli	dbpedia50
2	0	0.00015215800000012436	bernoulli	dbpedia50
2	0	0.0001682440000001506	bernoulli	dbpedia50
2	0	0.00016732199999980324	bernoulli	dbpedia50
2	0	0.00016711899999988233	bernoulli	dbpedia50
2	0	0.0001519160000000852	bernoulli	dbpedia50
2	0	0.00015176899999991278	bernoulli	dbpedia50
2	0	0.00015112399999983595	bernoulli	dbpedia50
2	0	0.00016879200000019523	bernoulli	dbpedia50
2	0	0.0001527370000000694	bernoulli	dbpedia50
2	0	0.00015092400000016326	bernoulli	dbpedia50
2	0	0.0001501130000001183	bernoulli	dbpedia50
2	0	0.0001684179999998925	bernoulli	dbpedia50
2	0	0.00015159199999992268	bernoulli	dbpedia50
2	0	0.00016764800000013125	bernoulli	dbpedia50
2	0	0.00016254399999970914	bernoulli	dbpedia50
2	0	0.00014714900000001307	bernoulli	dbpedia50
2	0	0.00014914499999996167	bernoulli	dbpedia50
2	0	0.00016454799999987557	bernoulli	dbpedia50
2	0	0.00016288799999975012	bernoulli	dbpedia50
2	0	0.00014880200000000343	bernoulli	dbpedia50
2	0	0.00016404299999983607	bernoulli	dbpedia50
2	0	0.0001482369999998845	bernoulli	dbpedia50
2	0	0.0001497170000002157	bernoulli	dbpedia50
2	0	0.0001474020000000742	bernoulli	dbpedia50
2	0	0.00014629499999996298	bernoulli	dbpedia50
2	0	0.00014641400000003912	bernoulli	dbpedia50
2	0	0.0001642890000002062	bernoulli	dbpedia50
2	0	0.00016354899999981853	bernoulli	dbpedia50
2	0	0.00016291300000004227	bernoulli	dbpedia50
2	0	0.00014881400000010814	bernoulli	dbpedia50
2	0	0.00016448800000024022	bernoulli	dbpedia50
2	0	0.0001625149999999742	bernoulli	dbpedia50
2	0	0.00016297800000009133	bernoulli	dbpedia50
2	0	0.0001482870000000247	bernoulli	dbpedia50
2	0	0.00014606600000011127	bernoulli	dbpedia50
2	0	0.00016332199999968822	bernoulli	dbpedia50
2	0	0.00014827600000000274	bernoulli	dbpedia50
2	0	0.00016446799999991768	bernoulli	dbpedia50
