hash	dataset	sampler	batch_size	batch_id	time
49a86a6d	umls	bernoulli	2	0	0.0017692010000018854
49a86a6d	umls	bernoulli	2	0	0.002330071000017142
49a86a6d	umls	bernoulli	2	0	0.001709628000014618
49a86a6d	umls	bernoulli	2	0	0.0016759399999841662
49a86a6d	umls	bernoulli	2	0	0.0019827319999876636
49a86a6d	umls	bernoulli	2	0	0.0017789519999951153
49a86a6d	umls	bernoulli	2	0	0.0017034439999861206
49a86a6d	umls	bernoulli	2	0	0.0017721609999910015
49a86a6d	umls	bernoulli	2	0	0.0017955760000063492
49a86a6d	umls	bernoulli	2	0	0.002218991000006554
49a86a6d	umls	bernoulli	2	0	0.0016663380000068173
49a86a6d	umls	bernoulli	2	0	0.001694696999976486
49a86a6d	umls	bernoulli	2	0	0.0016977239999960148
49a86a6d	umls	bernoulli	2	0	0.001929504000003135
49a86a6d	umls	bernoulli	2	0	0.0018517859999747088
49a86a6d	umls	bernoulli	2	0	0.0017588759999966896
49a86a6d	umls	bernoulli	2	0	0.0017094689999908042
49a86a6d	umls	bernoulli	2	0	0.0018797779999886188
49a86a6d	umls	bernoulli	2	0	0.0017582419999939702
49a86a6d	umls	bernoulli	2	0	0.002009474999994154
49a86a6d	umls	bernoulli	2	0	0.0017445319999751518
49a86a6d	umls	bernoulli	2	0	0.0017338870000003226
49a86a6d	umls	bernoulli	2	0	0.002102634999999964
49a86a6d	umls	bernoulli	2	0	0.0017484800000033829
49a86a6d	umls	bernoulli	2	0	0.0016534659999933865
49a86a6d	umls	bernoulli	2	0	0.001639441000008901
49a86a6d	umls	bernoulli	2	0	0.001670886999988852
49a86a6d	umls	bernoulli	2	0	0.001669284999991305
49a86a6d	umls	bernoulli	2	0	0.0019353250000051503
49a86a6d	umls	bernoulli	2	0	0.0017606030000081319
49a86a6d	umls	bernoulli	2	0	0.0017428730000119685
49a86a6d	umls	bernoulli	2	0	0.0018307930000105443
49a86a6d	umls	bernoulli	2	0	0.001909699999998793
49a86a6d	umls	bernoulli	2	0	0.0017661699999962366
49a86a6d	umls	bernoulli	2	0	0.001702452000017729
49a86a6d	umls	bernoulli	2	0	0.0017417179999767995
49a86a6d	umls	bernoulli	2	0	0.0017289090000076612
49a86a6d	umls	bernoulli	2	0	0.001997982999995429
49a86a6d	umls	bernoulli	2	0	0.001700658000004296
49a86a6d	umls	bernoulli	2	0	0.0016644930000211389
49a86a6d	umls	bernoulli	2	0	0.0016702279999947223
49a86a6d	umls	bernoulli	2	0	0.0017070830000136539
49a86a6d	umls	bernoulli	2	0	0.0017166890000055446
49a86a6d	umls	bernoulli	2	1	0.0018226839999897493
49a86a6d	umls	bernoulli	2	1	0.0017578449999859913
49a86a6d	umls	bernoulli	2	1	0.0019660940000107985
49a86a6d	umls	bernoulli	2	1	0.0016916170000058628
49a86a6d	umls	bernoulli	2	1	0.0017169119999778104
49a86a6d	umls	bernoulli	2	1	0.0016599289999987832
49a86a6d	umls	bernoulli	2	1	0.0017739509999898928
49a86a6d	umls	bernoulli	2	1	0.001735031999999137
49a86a6d	umls	bernoulli	2	1	0.0017097860000205856
49a86a6d	umls	bernoulli	2	1	0.0016836650000016107
49a86a6d	umls	bernoulli	2	1	0.0017587720000165064
49a86a6d	umls	bernoulli	2	1	0.0019915689999834285
49a86a6d	umls	bernoulli	2	1	0.001661554999998316
49a86a6d	umls	bernoulli	2	1	0.001708777000004602
49a86a6d	umls	bernoulli	2	1	0.001691601000004539
49a86a6d	umls	bernoulli	2	1	0.001748780999974997
49a86a6d	umls	bernoulli	2	1	0.00186881999999855
49a86a6d	umls	bernoulli	2	1	0.0018989619999842944
49a86a6d	umls	bernoulli	2	1	0.001707129999999779
49a86a6d	umls	bernoulli	2	1	0.001688157999979012
49a86a6d	umls	bernoulli	2	1	0.001870341000000053
49a86a6d	umls	bernoulli	2	1	0.001747840999996697
49a86a6d	umls	bernoulli	2	1	0.0017852679999919019
49a86a6d	umls	bernoulli	2	1	0.0017309959999920466
49a86a6d	umls	bernoulli	2	1	0.0017881300000226474
49a86a6d	umls	bernoulli	2	1	0.0019634070000051906
49a86a6d	umls	bernoulli	2	1	0.0018698650000033012
49a86a6d	umls	bernoulli	2	1	0.001736213000015141
49a86a6d	umls	bernoulli	2	1	0.0017244210000058047
49a86a6d	umls	bernoulli	2	1	0.001755750000000944
49a86a6d	umls	bernoulli	2	1	0.0018888230000015938
49a86a6d	umls	bernoulli	2	1	0.001804999000000862
49a86a6d	umls	bernoulli	2	1	0.0017144629999847893
49a86a6d	umls	bernoulli	2	1	0.0018193239999959587
49a86a6d	umls	bernoulli	2	1	0.0019109050000167827
49a86a6d	umls	bernoulli	2	1	0.0016748280000058458
49a86a6d	umls	bernoulli	2	1	0.00162560800001188
49a86a6d	umls	bernoulli	2	1	0.0016298179999978402
49a86a6d	umls	bernoulli	2	1	0.0016999530000134655
49a86a6d	umls	bernoulli	2	1	0.0020491100000015194
49a86a6d	umls	bernoulli	2	1	0.0017567179999957716
49a86a6d	umls	bernoulli	2	1	0.0017330599999922924
49a86a6d	umls	bernoulli	2	1	0.0017677350000155911
49a86a6d	umls	bernoulli	2	1	0.0017940660000022035
49a86a6d	umls	bernoulli	2	1	0.0018154999999921984
49a86a6d	umls	bernoulli	2	1	0.0017493729999955576
49a86a6d	umls	bernoulli	2	1	0.0017592170000000351
49a86a6d	umls	bernoulli	2	1	0.0018122520000076747
49a86a6d	umls	bernoulli	2	1	0.0019778109999890603
49a86a6d	umls	bernoulli	2	1	0.001713348999999198
49a86a6d	umls	bernoulli	2	1	0.0017176540000036766
49a86a6d	umls	bernoulli	2	1	0.0016693480000071759
49a86a6d	umls	bernoulli	2	1	0.0016838810000194826
49a86a6d	umls	bernoulli	2	1	0.0019131780000236631
49a86a6d	umls	bernoulli	2	1	0.0017126200000063818
49a86a6d	umls	bernoulli	2	1	0.0017369040000119185
49a86a6d	umls	bernoulli	2	1	0.0017256950000046345
49a86a6d	umls	bernoulli	2	1	0.0020062480000149208
49a86a6d	umls	bernoulli	2	1	0.0017924349999987044
49a86a6d	umls	bernoulli	2	1	0.0016665770000088287
49a86a6d	umls	bernoulli	2	1	0.0016105750000008356
49a86a6d	umls	bernoulli	2	1	0.0017233780000083243
49a86a6d	umls	bernoulli	2	1	0.0018864159999907315
49a86a6d	umls	bernoulli	2	1	0.0017740260000209673
49a86a6d	umls	bernoulli	2	1	0.001714217999989387
49a86a6d	umls	bernoulli	2	1	0.0017763550000040595
49a86a6d	umls	bernoulli	2	1	0.0018582509999873764
49a86a6d	umls	bernoulli	2	1	0.001903074000011884
49a86a6d	umls	bernoulli	2	1	0.0017341699999917637
49a86a6d	umls	bernoulli	2	1	0.001711165000017445
49a86a6d	umls	bernoulli	2	1	0.0017511580000189042
49a86a6d	umls	bernoulli	2	1	0.0019439449999936187
49a86a6d	umls	bernoulli	2	1	0.0018457829999931619
49a86a6d	umls	bernoulli	2	1	0.001654489000003423
49a86a6d	umls	bernoulli	2	1	0.0016318459999808965
49a86a6d	umls	bernoulli	2	1	0.0017249919999926533
49a86a6d	umls	bernoulli	2	1	0.001830723000011858
49a86a6d	umls	bernoulli	2	1	0.0017385829999909674
49a86a6d	umls	bernoulli	2	1	0.0016914069999813819
49a86a6d	umls	bernoulli	2	1	0.001666378000010127
49a86a6d	umls	bernoulli	2	1	0.0017077300000210016
49a86a6d	umls	bernoulli	2	1	0.001777720000006866
49a86a6d	umls	bernoulli	2	1	0.0016995569999949112
49a86a6d	umls	bernoulli	2	1	0.0016609209999955965
49a86a6d	umls	bernoulli	2	1	0.0016323919999763348
49a86a6d	umls	bernoulli	2	1	0.0018685189999985141
49a86a6d	umls	bernoulli	2	1	0.002004813000013428
49a86a6d	umls	bernoulli	2	1	0.0017395200000009936
49a86a6d	umls	bernoulli	2	1	0.0017334160000075371
49a86a6d	umls	bernoulli	2	1	0.001746647999993911
49a86a6d	umls	bernoulli	2	1	0.002000667999993766
49a86a6d	umls	bernoulli	2	1	0.0016703320000033273
49a86a6d	umls	bernoulli	2	1	0.001671836000014082
49a86a6d	umls	bernoulli	2	1	0.0016485269999861885
49a86a6d	umls	bernoulli	2	1	0.0017712229999915508
49a86a6d	umls	bernoulli	2	1	0.0018038739999894915
49a86a6d	umls	bernoulli	2	1	0.0017965999999773885
49a86a6d	umls	bernoulli	2	1	0.001715797999992219
49a86a6d	umls	bernoulli	2	1	0.0017534269999828211
49a86a6d	umls	bernoulli	2	1	0.001763692999986688
49a86a6d	umls	bernoulli	2	1	0.001867491000012933
49a86a6d	umls	bernoulli	2	1	0.0016558810000049107
49a86a6d	umls	bernoulli	2	1	0.0016805209999972703
49a86a6d	umls	bernoulli	2	1	0.0016596369999888338
49a86a6d	umls	bernoulli	2	1	0.0016738599999825965
49a86a6d	umls	bernoulli	2	1	0.0018271309999988716
49a86a6d	umls	bernoulli	2	1	0.0016943920000187518
49a86a6d	umls	bernoulli	2	1	0.0017620890000102918
49a86a6d	umls	bernoulli	2	1	0.0017415469999946254
49a86a6d	umls	bernoulli	2	1	0.0017050830000187034
49a86a6d	umls	bernoulli	2	1	0.0017246790000058354
49a86a6d	umls	bernoulli	2	1	0.0016924210000013318
49a86a6d	umls	bernoulli	2	1	0.0020253769999953875
49a86a6d	umls	bernoulli	2	1	0.0017683850000196344
49a86a6d	umls	bernoulli	2	2	0.001837716000011369
49a86a6d	umls	bernoulli	2	2	0.001666059999990921
49a86a6d	umls	bernoulli	2	2	0.0016599740000060592
49a86a6d	umls	bernoulli	2	2	0.001673334000003024
49a86a6d	umls	bernoulli	2	2	0.0016950749999864456
49a86a6d	umls	bernoulli	2	2	0.0018539560000192523
49a86a6d	umls	bernoulli	2	2	0.001703378000001976
49a86a6d	umls	bernoulli	2	2	0.0016864049999867348
49a86a6d	umls	bernoulli	2	2	0.0016827789999922516
49a86a6d	umls	bernoulli	2	2	0.0018637219999959598
49a86a6d	umls	bernoulli	2	2	0.0016595350000159215
49a86a6d	umls	bernoulli	2	2	0.001664559999994708
49a86a6d	umls	bernoulli	2	2	0.0016389319999916552
49a86a6d	umls	bernoulli	2	2	0.0016232659999957377
49a86a6d	umls	bernoulli	2	2	0.0016467670000110957
49a86a6d	umls	bernoulli	2	2	0.0016253420000111873
49a86a6d	umls	bernoulli	2	2	0.0016539439999974093
49a86a6d	umls	bernoulli	2	2	0.0016810299999860945
49a86a6d	umls	bernoulli	2	2	0.0016866139999933694
49a86a6d	umls	bernoulli	2	2	0.001781268000002001
49a86a6d	umls	bernoulli	2	2	0.0016509859999871423
49a86a6d	umls	bernoulli	2	2	0.0016365840000105436
49a86a6d	umls	bernoulli	2	2	0.0016395560000148635
49a86a6d	umls	bernoulli	2	2	0.0017728640000029827
49a86a6d	umls	bernoulli	2	2	0.0016890819999844098
49a86a6d	umls	bernoulli	2	2	0.0016641289999768105
49a86a6d	umls	bernoulli	2	2	0.001694270000001552
49a86a6d	umls	bernoulli	2	2	0.0018689759999972466
49a86a6d	umls	bernoulli	2	2	0.0017800840000177232
49a86a6d	umls	bernoulli	2	2	0.0018241200000090885
49a86a6d	umls	bernoulli	2	2	0.0017318799999941348
49a86a6d	umls	bernoulli	2	2	0.0018011219999891637
49a86a6d	umls	bernoulli	2	2	0.002177959000022156
49a86a6d	umls	bernoulli	2	2	0.0017081230000144387
49a86a6d	umls	bernoulli	2	2	0.0018394189999924038
49a86a6d	umls	bernoulli	2	2	0.0016922560000125486
49a86a6d	umls	bernoulli	2	2	0.0018214749999856394
49a86a6d	umls	bernoulli	2	2	0.0017248070000164262
49a86a6d	umls	bernoulli	2	2	0.0017306750000045668
49a86a6d	umls	bernoulli	2	2	0.0017536720000066452
49a86a6d	umls	bernoulli	2	2	0.001682547999990902
49a86a6d	umls	bernoulli	2	2	0.0017019069999832936
49a86a6d	umls	bernoulli	2	2	0.0017393820000108917
49a86a6d	umls	bernoulli	2	2	0.0017177610000089771
49a86a6d	umls	bernoulli	2	2	0.0017505210000194893
49a86a6d	umls	bernoulli	2	2	0.0017876199999875553
49a86a6d	umls	bernoulli	2	2	0.0017777649999857204
49a86a6d	umls	bernoulli	2	2	0.0017672860000175206
49a86a6d	umls	bernoulli	2	2	0.0017426080000007005
49a86a6d	umls	bernoulli	2	2	0.0018349110000031033
49a86a6d	umls	bernoulli	2	2	0.001669343999992634
49a86a6d	umls	bernoulli	2	2	0.0017090310000185127
49a86a6d	umls	bernoulli	2	2	0.001668429999995169
49a86a6d	umls	bernoulli	2	2	0.0016321699999934935
49a86a6d	umls	bernoulli	2	2	0.0016865979999920455
49a86a6d	umls	bernoulli	2	2	0.001739322999981141
49a86a6d	umls	bernoulli	2	2	0.001746410000009746
49a86a6d	umls	bernoulli	2	2	0.001692888000007997
49a86a6d	umls	bernoulli	2	2	0.0017756229999861262
49a86a6d	umls	bernoulli	2	2	0.0017630329999747119
49a86a6d	umls	bernoulli	2	2	0.001759834000012006
49a86a6d	umls	bernoulli	2	2	0.0017139159999999265
49a86a6d	umls	bernoulli	2	2	0.00174183800001515
49a86a6d	umls	bernoulli	2	2	0.0016759230000218395
49a86a6d	umls	bernoulli	2	2	0.001685370999979341
49a86a6d	umls	bernoulli	2	2	0.0016891040000075463
49a86a6d	umls	bernoulli	2	2	0.0017384209999988798
49a86a6d	umls	bernoulli	2	2	0.0016956389999904786
49a86a6d	umls	bernoulli	2	2	0.001787860000007413
49a86a6d	umls	bernoulli	2	2	0.0016707269999756136
49a86a6d	umls	bernoulli	2	2	0.001699674999997569
49a86a6d	umls	bernoulli	2	2	0.0016497379999975692
49a86a6d	umls	bernoulli	2	2	0.0016451749999930598
49a86a6d	umls	bernoulli	2	2	0.001687094000004663
49a86a6d	umls	bernoulli	2	2	0.0016684919999931935
49a86a6d	umls	bernoulli	2	2	0.0016241129999912118
49a86a6d	umls	bernoulli	2	2	0.001730924000014511
49a86a6d	umls	bernoulli	2	2	0.0017693430000065291
49a86a6d	umls	bernoulli	2	2	0.001708798999999317
49a86a6d	umls	bernoulli	2	2	0.001682312000014008
49a86a6d	umls	bernoulli	2	2	0.001710051000003432
49a86a6d	umls	bernoulli	2	2	0.001668891999997868
49a86a6d	umls	bernoulli	2	2	0.0018740510000156974
49a86a6d	umls	bernoulli	2	2	0.0016850309999938418
49a86a6d	umls	bernoulli	2	2	0.0017122559999904752
49a86a6d	umls	bernoulli	2	2	0.0016874700000073517
49a86a6d	umls	bernoulli	2	2	0.0017446700000220972
49a86a6d	umls	bernoulli	2	2	0.0017011170000102993
49a86a6d	umls	bernoulli	2	2	0.00170671199998651
49a86a6d	umls	bernoulli	2	2	0.001721845999981042
49a86a6d	umls	bernoulli	2	2	0.0016627630000130011
49a86a6d	umls	bernoulli	2	2	0.0017449650000003203
49a86a6d	umls	bernoulli	2	2	0.0016682110000090233
49a86a6d	umls	bernoulli	2	2	0.0017552249999823744
49a86a6d	umls	bernoulli	2	2	0.0017071100000123351
49a86a6d	umls	bernoulli	2	2	0.0016832020000094872
49a86a6d	umls	bernoulli	2	2	0.0016999460000022282
49a86a6d	umls	bernoulli	2	2	0.0017047370000113915
49a86a6d	umls	bernoulli	2	2	0.0017039869999848634
49a86a6d	umls	bernoulli	2	2	0.0016508360000102584
49a86a6d	umls	bernoulli	2	2	0.0016878379999809567
49a86a6d	umls	bernoulli	2	2	0.0016819630000100005
49a86a6d	umls	bernoulli	2	2	0.001739971000006335
49a86a6d	umls	bernoulli	2	2	0.0016878170000040882
49a86a6d	umls	bernoulli	2	2	0.0017410869999991974
49a86a6d	umls	bernoulli	2	2	0.0017060340000227825
49a86a6d	umls	bernoulli	2	2	0.001703030000015815
49a86a6d	umls	bernoulli	2	2	0.0016553370000167433
49a86a6d	umls	bernoulli	2	2	0.0017385200000035184
49a86a6d	umls	bernoulli	2	2	0.001797199999998611
49a86a6d	umls	bernoulli	2	2	0.0016713990000027934
49a86a6d	umls	bernoulli	2	2	0.0016727150000122037
49a86a6d	umls	bernoulli	2	2	0.0017074719999925492
49a86a6d	umls	bernoulli	2	2	0.001630510000012464
49a86a6d	umls	bernoulli	2	2	0.0018474389999880714
49a86a6d	umls	bernoulli	2	2	0.0017478599999947164
49a86a6d	umls	bernoulli	2	2	0.0017229000000043015
49a86a6d	umls	bernoulli	2	3	0.0018007380000142348
49a86a6d	umls	bernoulli	2	3	0.0017758500000013555
49a86a6d	umls	bernoulli	2	3	0.0017188830000236521
49a86a6d	umls	bernoulli	2	3	0.0017029119999847353
49a86a6d	umls	bernoulli	2	3	0.0018261919999815746
49a86a6d	umls	bernoulli	2	3	0.0017549509999810198
49a86a6d	umls	bernoulli	2	3	0.0017131330000097478
49a86a6d	umls	bernoulli	2	3	0.0017817949999994198
49a86a6d	umls	bernoulli	2	3	0.0017410049999853072
49a86a6d	umls	bernoulli	2	3	0.0017085699999768167
49a86a6d	umls	bernoulli	2	3	0.0017168910000009419
49a86a6d	umls	bernoulli	2	3	0.0018126340000037544
49a86a6d	umls	bernoulli	2	3	0.001737573000013981
49a86a6d	umls	bernoulli	2	3	0.0016977930000052766
49a86a6d	umls	bernoulli	2	3	0.0016933389999849169
49a86a6d	umls	bernoulli	2	3	0.0017770610000127363
49a86a6d	umls	bernoulli	2	3	0.0017552320000220334
49a86a6d	umls	bernoulli	2	3	0.0017955209999911403
49a86a6d	umls	bernoulli	2	3	0.0017635460000064995
49a86a6d	umls	bernoulli	2	3	0.0017741899999919042
49a86a6d	umls	bernoulli	2	3	0.0017559140000003026
49a86a6d	umls	bernoulli	2	3	0.0017889910000121745
49a86a6d	umls	bernoulli	2	3	0.0018325639999829946
49a86a6d	umls	bernoulli	2	3	0.001690515999996478
49a86a6d	umls	bernoulli	2	3	0.0016871629999855031
49a86a6d	umls	bernoulli	2	3	0.0017159900000081052
49a86a6d	umls	bernoulli	2	3	0.0017120720000036727
49a86a6d	umls	bernoulli	2	3	0.001658178000013777
49a86a6d	umls	bernoulli	2	3	0.0016902069999957803
49a86a6d	umls	bernoulli	2	3	0.0016598839999915072
49a86a6d	umls	bernoulli	2	3	0.001677577000009478
49a86a6d	umls	bernoulli	2	3	0.001715340000004062
49a86a6d	umls	bernoulli	2	3	0.0016517890000216084
49a86a6d	umls	bernoulli	2	3	0.0016547300000127052
49a86a6d	umls	bernoulli	2	3	0.0016300689999866336
49a86a6d	umls	bernoulli	2	3	0.0016887209999936204
49a86a6d	umls	bernoulli	2	3	0.0016616879999844514
49a86a6d	umls	bernoulli	2	3	0.0016593759999921076
49a86a6d	umls	bernoulli	2	3	0.0016915449999999055
49a86a6d	umls	bernoulli	2	3	0.0016004230000135067
49a86a6d	umls	bernoulli	2	3	0.0016752600000131679
49a86a6d	umls	bernoulli	2	3	0.0016705809999848498
49a86a6d	umls	bernoulli	2	3	0.0016525659999899744
49a86a6d	umls	bernoulli	2	3	0.0016917840000019169
49a86a6d	umls	bernoulli	2	3	0.001659508999978243
49a86a6d	umls	bernoulli	2	3	0.0016680479999990894
49a86a6d	umls	bernoulli	2	3	0.0016750469999919915
49a86a6d	umls	bernoulli	2	3	0.0016723239999976158
49a86a6d	umls	bernoulli	2	3	0.0016579720000038378
49a86a6d	umls	bernoulli	2	3	0.0017130550000103995
49a86a6d	umls	bernoulli	2	3	0.0017464179999819862
49a86a6d	umls	bernoulli	2	3	0.0016604730000153722
49a86a6d	umls	bernoulli	2	3	0.0017104030000041348
49a86a6d	umls	bernoulli	2	3	0.0016916480000190859
49a86a6d	umls	bernoulli	2	3	0.0017424509999841575
49a86a6d	umls	bernoulli	2	3	0.0018293030000222643
49a86a6d	umls	bernoulli	2	3	0.001761603000005607
49a86a6d	umls	bernoulli	2	3	0.0017084349999834103
49a86a6d	umls	bernoulli	2	3	0.0017470549999814011
49a86a6d	umls	bernoulli	2	3	0.0017257069999914165
49a86a6d	umls	bernoulli	2	3	0.0017222829999923306
49a86a6d	umls	bernoulli	2	3	0.001702647000001889
49a86a6d	umls	bernoulli	2	3	0.0017521270000031564
49a86a6d	umls	bernoulli	2	3	0.0017603900000153772
49a86a6d	umls	bernoulli	2	3	0.0018604480000021795
49a86a6d	umls	bernoulli	2	3	0.0016844689999970797
49a86a6d	umls	bernoulli	2	3	0.001661670999993703
49a86a6d	umls	bernoulli	2	3	0.001671788999999535
49a86a6d	umls	bernoulli	2	3	0.0016901790000076744
49a86a6d	umls	bernoulli	2	3	0.0016894710000201485
49a86a6d	umls	bernoulli	2	3	0.0017092610000020159
49a86a6d	umls	bernoulli	2	3	0.0016156949999981407
49a86a6d	umls	bernoulli	2	3	0.0016559959999824514
49a86a6d	umls	bernoulli	2	3	0.0016716819999942345
49a86a6d	umls	bernoulli	2	3	0.0016332349999856888
49a86a6d	umls	bernoulli	2	3	0.001666093000011415
49a86a6d	umls	bernoulli	2	3	0.0016444739999883495
49a86a6d	umls	bernoulli	2	3	0.0017065719999891371
49a86a6d	umls	bernoulli	2	3	0.0017124029999990853
49a86a6d	umls	bernoulli	2	3	0.0016924670000264541
49a86a6d	umls	bernoulli	2	3	0.0016878149999968173
49a86a6d	umls	bernoulli	2	3	0.0016781399999956648
49a86a6d	umls	bernoulli	2	3	0.0017034889999933966
49a86a6d	umls	bernoulli	2	3	0.0016762120000066716
49a86a6d	umls	bernoulli	2	3	0.0016751120000151332
49a86a6d	umls	bernoulli	2	3	0.0016324110000027758
49a86a6d	umls	bernoulli	2	3	0.0017159969999909208
49a86a6d	umls	bernoulli	2	3	0.0017144489999907364
49a86a6d	umls	bernoulli	2	3	0.0016979210000158673
49a86a6d	umls	bernoulli	2	3	0.0018957400000090274
49a86a6d	umls	bernoulli	2	3	0.0018815840000172557
49a86a6d	umls	bernoulli	2	3	0.0017829299999903014
49a86a6d	umls	bernoulli	2	3	0.0017607099999850107
49a86a6d	umls	bernoulli	2	3	0.0018448319999890828
49a86a6d	umls	bernoulli	2	3	0.0017306350000012571
49a86a6d	umls	bernoulli	2	3	0.00181032799997638
49a86a6d	umls	bernoulli	2	3	0.0017187219999925674
49a86a6d	umls	bernoulli	2	3	0.0017453259999911097
49a86a6d	umls	bernoulli	2	3	0.001701945000007754
49a86a6d	umls	bernoulli	2	3	0.001802381000004516
49a86a6d	umls	bernoulli	2	3	0.0017573739999932059
49a86a6d	umls	bernoulli	2	3	0.0018737699999746837
49a86a6d	umls	bernoulli	2	3	0.001867782000005036
49a86a6d	umls	bernoulli	2	3	0.0018473830000118596
49a86a6d	umls	bernoulli	2	3	0.001729190999981256
49a86a6d	umls	bernoulli	2	3	0.001796014999996487
49a86a6d	umls	bernoulli	2	3	0.0018365040000105637
49a86a6d	umls	bernoulli	2	3	0.002020130000005338
49a86a6d	umls	bernoulli	2	3	0.0017671920000168484
49a86a6d	umls	bernoulli	2	3	0.0017198769999993146
49a86a6d	umls	bernoulli	2	3	0.001723074000011593
49a86a6d	umls	bernoulli	2	3	0.0017652600000133134
49a86a6d	umls	bernoulli	2	3	0.001757851000007804
49a86a6d	umls	bernoulli	2	3	0.0016576160000170148
49a86a6d	umls	bernoulli	2	3	0.0016961229999878924
49a86a6d	umls	bernoulli	2	3	0.001745301999989124
49a86a6d	umls	bernoulli	2	4	0.001703482000010581
49a86a6d	umls	bernoulli	2	4	0.0017202029999907609
49a86a6d	umls	bernoulli	2	4	0.0016775619999975788
49a86a6d	umls	bernoulli	2	4	0.0017868639999960578
49a86a6d	umls	bernoulli	2	4	0.001745099000004302
49a86a6d	umls	bernoulli	2	4	0.0017511119999937819
49a86a6d	umls	bernoulli	2	4	0.001714770000006638
49a86a6d	umls	bernoulli	2	4	0.0017172219999963545
