hash	dataset	sampler	batch_size	batch_id	time
49a86a6d	nations	bernoulli	2	0	0.003287122000003251
49a86a6d	nations	bernoulli	2	0	0.0030054449999994404
49a86a6d	nations	bernoulli	2	0	0.003078087999995205
49a86a6d	nations	bernoulli	2	0	0.0030472939999981463
49a86a6d	nations	bernoulli	2	0	0.0030623800000029178
49a86a6d	nations	bernoulli	2	0	0.003092748000000256
49a86a6d	nations	bernoulli	2	0	0.0029683799999986604
49a86a6d	nations	bernoulli	2	0	0.0030966939999927945
49a86a6d	nations	bernoulli	2	0	0.0030814260000084914
49a86a6d	nations	bernoulli	2	0	0.0029791820000042435
49a86a6d	nations	bernoulli	2	0	0.0029991469999970377
49a86a6d	nations	bernoulli	2	0	0.003348242000001278
49a86a6d	nations	bernoulli	2	0	0.0030874870000019428
49a86a6d	nations	bernoulli	2	0	0.0034283879999890132
49a86a6d	nations	bernoulli	2	0	0.003208395000001474
49a86a6d	nations	bernoulli	2	0	0.003133794999996553
49a86a6d	nations	bernoulli	2	0	0.003153503000007163
49a86a6d	nations	bernoulli	2	0	0.003342939000006595
49a86a6d	nations	bernoulli	2	0	0.0034320410000105994
49a86a6d	nations	bernoulli	2	0	0.0036321090000086542
49a86a6d	nations	bernoulli	2	0	0.003867512999988776
49a86a6d	nations	bernoulli	2	0	0.00336721700000453
49a86a6d	nations	bernoulli	2	0	0.0031641860000064526
49a86a6d	nations	bernoulli	2	0	0.0031736720000026253
49a86a6d	nations	bernoulli	2	0	0.003025328000006766
49a86a6d	nations	bernoulli	2	0	0.0032673780000038732
49a86a6d	nations	bernoulli	2	0	0.003355014999996797
49a86a6d	nations	bernoulli	2	0	0.00319650599999477
49a86a6d	nations	bernoulli	2	0	0.003174329000003695
49a86a6d	nations	bernoulli	2	0	0.003031191000005151
49a86a6d	nations	bernoulli	2	0	0.0033394120000025396
49a86a6d	nations	bernoulli	2	0	0.0031572599999947215
49a86a6d	nations	bernoulli	2	0	0.003375827999988701
49a86a6d	nations	bernoulli	2	0	0.003169499999998493
49a86a6d	nations	bernoulli	2	0	0.0030642299999925626
49a86a6d	nations	bernoulli	2	0	0.0030494590000103017
49a86a6d	nations	bernoulli	2	0	0.0029961869999937107
49a86a6d	nations	bernoulli	2	0	0.0033913769999998067
49a86a6d	nations	bernoulli	2	0	0.0033750009999948816
49a86a6d	nations	bernoulli	2	0	0.003012721999994028
49a86a6d	nations	bernoulli	2	0	0.003117922000001272
49a86a6d	nations	bernoulli	2	0	0.003038971000009383
49a86a6d	nations	bernoulli	2	0	0.0032671649999969077
49a86a6d	nations	bernoulli	2	0	0.0031857410000100117
49a86a6d	nations	bernoulli	2	0	0.0030641199999905666
49a86a6d	nations	bernoulli	2	0	0.0035190170000021226
49a86a6d	nations	bernoulli	2	0	0.0040587560000062695
49a86a6d	nations	bernoulli	2	0	0.0031641039999925624
49a86a6d	nations	bernoulli	2	0	0.00324680399999977
49a86a6d	nations	bernoulli	2	0	0.003216152000007355
49a86a6d	nations	bernoulli	2	0	0.003150407000006794
49a86a6d	nations	bernoulli	2	0	0.003104641000007291
49a86a6d	nations	bernoulli	2	0	0.003271908999991524
49a86a6d	nations	bernoulli	2	0	0.003100388000007115
49a86a6d	nations	bernoulli	2	0	0.003202415999993491
49a86a6d	nations	bernoulli	2	0	0.003095088999998552
49a86a6d	nations	bernoulli	2	0	0.0030041360000012673
49a86a6d	nations	bernoulli	2	0	0.0031311150000021826
49a86a6d	nations	bernoulli	2	0	0.003033942999991268
49a86a6d	nations	bernoulli	2	0	0.00294565000000091
49a86a6d	nations	bernoulli	2	0	0.0031524469999908433
49a86a6d	nations	bernoulli	2	0	0.002944880000001149
49a86a6d	nations	bernoulli	2	0	0.003151044000006209
49a86a6d	nations	bernoulli	2	1	0.003781400999997686
49a86a6d	nations	bernoulli	2	1	0.003186760999994931
49a86a6d	nations	bernoulli	2	1	0.0034283620000081783
49a86a6d	nations	bernoulli	2	1	0.0031078069999921354
49a86a6d	nations	bernoulli	2	1	0.0032501009999919006
49a86a6d	nations	bernoulli	2	1	0.003373850000002676
49a86a6d	nations	bernoulli	2	1	0.0031491720000076384
49a86a6d	nations	bernoulli	2	1	0.003147764000004827
49a86a6d	nations	bernoulli	2	1	0.0031247040000010884
49a86a6d	nations	bernoulli	2	1	0.0032103100000000495
49a86a6d	nations	bernoulli	2	1	0.0039229830000095944
49a86a6d	nations	bernoulli	2	1	0.0031800499999974363
49a86a6d	nations	bernoulli	2	1	0.0036437680000034334
49a86a6d	nations	bernoulli	2	1	0.00325912399999595
49a86a6d	nations	bernoulli	2	1	0.003354075999993711
49a86a6d	nations	bernoulli	2	1	0.0034440619999998034
49a86a6d	nations	bernoulli	2	1	0.003433604999997897
49a86a6d	nations	bernoulli	2	1	0.0034102300000000696
49a86a6d	nations	bernoulli	2	1	0.0030988049999933764
49a86a6d	nations	bernoulli	2	1	0.003477747000005138
49a86a6d	nations	bernoulli	2	1	0.0030983679999962987
49a86a6d	nations	bernoulli	2	1	0.0030664059999878646
49a86a6d	nations	bernoulli	2	1	0.0032714679999941154
49a86a6d	nations	bernoulli	2	1	0.0031758960000018988
49a86a6d	nations	bernoulli	2	1	0.00326800199999866
49a86a6d	nations	bernoulli	2	1	0.002993212999996331
49a86a6d	nations	bernoulli	2	1	0.0031186319999960688
49a86a6d	nations	bernoulli	2	1	0.0030902330000088796
49a86a6d	nations	bernoulli	2	1	0.00299558899999397
49a86a6d	nations	bernoulli	2	1	0.003046312000009266
49a86a6d	nations	bernoulli	2	1	0.0030561819999945783
49a86a6d	nations	bernoulli	2	1	0.0030990560000105916
49a86a6d	nations	bernoulli	2	1	0.0030992820000079746
49a86a6d	nations	bernoulli	2	1	0.0030145680000117636
49a86a6d	nations	bernoulli	2	1	0.003114675000006173
49a86a6d	nations	bernoulli	2	1	0.0031018869999996923
49a86a6d	nations	bernoulli	2	1	0.003027389999999741
49a86a6d	nations	bernoulli	2	1	0.0031130389999987074
49a86a6d	nations	bernoulli	2	1	0.00303759900000955
49a86a6d	nations	bernoulli	2	1	0.0030401730000022553
49a86a6d	nations	bernoulli	2	1	0.002959728999996969
49a86a6d	nations	bernoulli	2	1	0.0029552170000073374
49a86a6d	nations	bernoulli	2	1	0.003186177000003454
49a86a6d	nations	bernoulli	2	1	0.0032146380000028785
49a86a6d	nations	bernoulli	2	1	0.00393208199999151
49a86a6d	nations	bernoulli	2	1	0.0033369870000115043
49a86a6d	nations	bernoulli	2	1	0.003966265999991947
49a86a6d	nations	bernoulli	2	1	0.0032686359999871684
49a86a6d	nations	bernoulli	2	1	0.0033106970000034153
49a86a6d	nations	bernoulli	2	1	0.004110999999994647
49a86a6d	nations	bernoulli	2	1	0.003219661000002816
49a86a6d	nations	bernoulli	2	1	0.0035825880000004418
49a86a6d	nations	bernoulli	2	1	0.003625047999989306
49a86a6d	nations	bernoulli	2	1	0.003284719999996355
49a86a6d	nations	bernoulli	2	1	0.0037134040000097457
49a86a6d	nations	bernoulli	2	1	0.004119883000001323
