hash	dataset	sampler	batch_size	batch_id	time
49a86a6d	countries	bernoulli	2	0	0.0016370459999999198
49a86a6d	countries	bernoulli	2	0	0.0017377849999999917
49a86a6d	countries	bernoulli	2	0	0.0015649049999999498
49a86a6d	countries	bernoulli	2	0	0.0015448399999997697
49a86a6d	countries	bernoulli	2	0	0.001480751999999974
49a86a6d	countries	bernoulli	2	0	0.0015417119999998619
49a86a6d	countries	bernoulli	2	0	0.0015013159999996972
49a86a6d	countries	bernoulli	2	0	0.001538105999999928
49a86a6d	countries	bernoulli	2	0	0.0016007249999998585
49a86a6d	countries	bernoulli	2	0	0.0015544520000001505
49a86a6d	countries	bernoulli	2	0	0.001522950000000023
49a86a6d	countries	bernoulli	2	0	0.0015536549999999316
49a86a6d	countries	bernoulli	2	0	0.0015499689999995958
49a86a6d	countries	bernoulli	2	0	0.0015531129999999393
49a86a6d	countries	bernoulli	2	0	0.0015612269999998318
49a86a6d	countries	bernoulli	2	0	0.0015552560000000604
49a86a6d	countries	bernoulli	2	0	0.001565414999999959
49a86a6d	countries	bernoulli	2	0	0.0015665110000000482
49a86a6d	countries	bernoulli	2	0	0.0015524980000001243
49a86a6d	countries	bernoulli	2	0	0.001540389999999725
49a86a6d	countries	bernoulli	2	0	0.0015180319999998915
49a86a6d	countries	bernoulli	2	0	0.001560039000000124
49a86a6d	countries	bernoulli	2	0	0.0015893440000001036
49a86a6d	countries	bernoulli	2	0	0.001553683000000028
49a86a6d	countries	bernoulli	2	0	0.0015290120000002183
49a86a6d	countries	bernoulli	2	0	0.001598898999999765
49a86a6d	countries	bernoulli	2	0	0.0015590420000002325
49a86a6d	countries	bernoulli	2	0	0.0015433719999999873
49a86a6d	countries	bernoulli	2	0	0.0015381629999997593
49a86a6d	countries	bernoulli	2	0	0.001539249999999992
49a86a6d	countries	bernoulli	2	0	0.001504524000000007
49a86a6d	countries	bernoulli	2	0	0.0015570940000002587
49a86a6d	countries	bernoulli	2	0	0.0015506569999996778
49a86a6d	countries	bernoulli	2	0	0.0015323059999996502
49a86a6d	countries	bernoulli	2	0	0.001575144999999889
49a86a6d	countries	bernoulli	2	0	0.0015361000000000402
49a86a6d	countries	bernoulli	2	0	0.0015524620000002542
49a86a6d	countries	bernoulli	2	0	0.001669149999999675
49a86a6d	countries	bernoulli	2	0	0.0016353470000001202
49a86a6d	countries	bernoulli	2	0	0.0015607040000000794
49a86a6d	countries	bernoulli	2	0	0.0015260669999999088
49a86a6d	countries	bernoulli	2	0	0.0019071359999998094
