dataset	sampler	filterer	fnr
kinships	basic	pythonset	0.115234375
kinships	basic	pythonset	0.03857421875
kinships	basic	pythonset	0.040283203125
kinships	basic	pythonset	0.038330078125
kinships	basic	pythonset	0.038330078125
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.094482421875
kinships	basic	pythonset	0.101318359375
kinships	basic	pythonset	0.04248046875
kinships	basic	pythonset	0.086669921875
kinships	basic	pythonset	0.03515625
kinships	basic	pythonset	0.05419921875
kinships	basic	pythonset	0.08251953125
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.068359375
kinships	basic	pythonset	0.052490234375
kinships	basic	pythonset	0.066162109375
kinships	basic	pythonset	0.123046875
kinships	basic	pythonset	0.145751953125
kinships	basic	pythonset	0.11474609375
kinships	basic	pythonset	0.124755859375
kinships	basic	pythonset	0.041748046875
kinships	basic	pythonset	0.109619140625
kinships	basic	pythonset	0.1240234375
kinships	basic	pythonset	0.082275390625
kinships	basic	pythonset	0.0732421875
kinships	basic	pythonset	0.083251953125
kinships	basic	pythonset	0.080078125
kinships	basic	pythonset	0.08056640625
kinships	basic	pythonset	0.079345703125
kinships	basic	pythonset	0.071533203125
kinships	basic	pythonset	0.0078125
kinships	basic	pythonset	0.009521484375
kinships	basic	pythonset	0.149658203125
kinships	basic	pythonset	0.169677734375
kinships	basic	pythonset	0.15869140625
kinships	basic	pythonset	0.158935546875
kinships	basic	pythonset	0.153076171875
kinships	basic	pythonset	0.158935546875
kinships	basic	pythonset	0.1591796875
kinships	basic	pythonset	0.1484375
kinships	basic	pythonset	0.066650390625
kinships	basic	pythonset	0.042236328125
kinships	basic	pythonset	0.134765625
kinships	basic	pythonset	0.13232421875
kinships	basic	pythonset	0.1435546875
kinships	basic	pythonset	0.138427734375
kinships	basic	pythonset	0.110107421875
kinships	basic	pythonset	0.137939453125
kinships	basic	pythonset	0.161865234375
kinships	basic	pythonset	0.11572265625
kinships	basic	pythonset	0.15087890625
kinships	basic	pythonset	0.184814453125
kinships	basic	pythonset	0.140869140625
kinships	basic	pythonset	0.16943359375
kinships	basic	pythonset	0.126220703125
kinships	basic	pythonset	0.117919921875
kinships	basic	pythonset	0.10498046875
kinships	basic	pythonset	0.125732421875
kinships	basic	pythonset	0.11962890625
kinships	basic	pythonset	0.109375
kinships	basic	pythonset	0.117919921875
kinships	basic	pythonset	0.055419921875
kinships	basic	pythonset	0.054931640625
kinships	basic	pythonset	0.056884765625
kinships	basic	pythonset	0.05615234375
kinships	basic	pythonset	0.0556640625
kinships	basic	pythonset	0.0615234375
kinships	basic	pythonset	0.0595703125
kinships	basic	pythonset	0.059814453125
kinships	basic	pythonset	0.0576171875
kinships	basic	pythonset	0.05859375
kinships	basic	pythonset	0.00927734375
kinships	basic	pythonset	0.079345703125
kinships	basic	pythonset	0.03271484375
kinships	basic	pythonset	0.036865234375
kinships	basic	pythonset	0.045166015625
kinships	basic	pythonset	0.05517578125
kinships	basic	pythonset	0.088134765625
kinships	basic	pythonset	0.08203125
kinships	basic	pythonset	0.07666015625
kinships	basic	pythonset	0.085693359375
kinships	basic	pythonset	0.080810546875
kinships	basic	pythonset	0.0791015625
kinships	basic	pythonset	0.05322265625
kinships	basic	pythonset	0.093017578125
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.01904296875
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.07373046875
kinships	basic	pythonset	0.071533203125
kinships	basic	pythonset	0.067626953125
kinships	basic	pythonset	0.069580078125
kinships	basic	pythonset	0.06787109375
kinships	basic	pythonset	0.06884765625
kinships	basic	pythonset	0.021240234375
kinships	basic	pythonset	0.023193359375
kinships	basic	pythonset	0.021728515625
kinships	basic	pythonset	0.008544921875
kinships	basic	pythonset	0.01171875
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0478515625
kinships	basic	pythonset	0.044189453125
kinships	basic	pythonset	0.115966796875
kinships	basic	pythonset	0.120361328125
kinships	basic	pythonset	0.059814453125
kinships	basic	pythonset	0.087158203125
kinships	basic	pythonset	0.08544921875
kinships	basic	pythonset	0.111572265625
kinships	basic	pythonset	0.1083984375
kinships	basic	pythonset	0.069580078125
kinships	basic	pythonset	0.138916015625
kinships	basic	pythonset	0.159912109375
kinships	basic	pythonset	0.145263671875
kinships	basic	pythonset	0.153076171875
kinships	basic	pythonset	0.13671875
kinships	basic	pythonset	0.163818359375
kinships	basic	pythonset	0.150390625
kinships	basic	pythonset	0.0439453125
kinships	basic	pythonset	0.16845703125
kinships	basic	pythonset	0.182861328125
kinships	basic	pythonset	0.183837890625
kinships	basic	pythonset	0.1875
kinships	basic	pythonset	0.174072265625
kinships	basic	pythonset	0.178955078125
kinships	basic	pythonset	0.17626953125
kinships	basic	pythonset	0.174072265625
kinships	basic	pythonset	0.14794921875
kinships	basic	pythonset	0.151123046875
kinships	basic	pythonset	0.145263671875
kinships	basic	pythonset	0.139404296875
kinships	basic	pythonset	0.14453125
kinships	basic	pythonset	0.14697265625
kinships	basic	pythonset	0.141357421875
kinships	basic	pythonset	0.1435546875
kinships	basic	pythonset	0.1328125
kinships	basic	pythonset	0.029052734375
kinships	basic	pythonset	0.137451171875
kinships	basic	pythonset	0.214111328125
kinships	basic	pythonset	0.241943359375
kinships	basic	pythonset	0.060546875
kinships	basic	pythonset	0.01025390625
kinships	basic	pythonset	0.007568359375
kinships	basic	pythonset	0.052978515625
kinships	basic	pythonset	0.05029296875
kinships	basic	pythonset	0.124267578125
kinships	basic	pythonset	0.038818359375
kinships	basic	pythonset	0.098388671875
kinships	basic	pythonset	0.083251953125
kinships	basic	pythonset	0.047119140625
kinships	basic	pythonset	0.05029296875
kinships	basic	pythonset	0.123291015625
kinships	basic	pythonset	0.11279296875
kinships	basic	pythonset	0.10791015625
kinships	basic	pythonset	0.119140625
kinships	basic	pythonset	0.108154296875
kinships	basic	pythonset	0.115966796875
kinships	basic	pythonset	0.120361328125
kinships	basic	pythonset	0.0517578125
kinships	basic	pythonset	0.0478515625
kinships	basic	pythonset	0.052490234375
kinships	basic	pythonset	0.046142578125
kinships	basic	pythonset	0.05078125
kinships	basic	pythonset	0.045654296875
kinships	basic	pythonset	0.05615234375
kinships	basic	pythonset	0.060302734375
kinships	basic	pythonset	0.052001953125
kinships	basic	pythonset	0.051513671875
kinships	basic	pythonset	0.073974609375
kinships	basic	pythonset	0.05078125
kinships	basic	pythonset	0.137451171875
kinships	basic	pythonset	0.135986328125
kinships	basic	pythonset	0.135986328125
kinships	basic	pythonset	0.10693359375
kinships	basic	pythonset	0.033203125
kinships	basic	pythonset	0.06494140625
kinships	basic	pythonset	0.133544921875
kinships	basic	pythonset	0.047607421875
kinships	basic	pythonset	0.078857421875
kinships	basic	pythonset	0.101806640625
kinships	basic	pythonset	0.047607421875
kinships	basic	pythonset	0.060546875
kinships	basic	pythonset	0.077392578125
kinships	basic	pythonset	0.030029296875
kinships	basic	pythonset	0.02880859375
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.02001953125
kinships	basic	pythonset	0.0166015625
kinships	basic	pythonset	0.021240234375
kinships	basic	pythonset	0.11328125
kinships	basic	pythonset	0.117919921875
kinships	basic	pythonset	0.115478515625
kinships	basic	pythonset	0.11865234375
kinships	basic	pythonset	0.112548828125
kinships	basic	pythonset	0.1181640625
kinships	basic	pythonset	0.119140625
kinships	basic	pythonset	0.124267578125
kinships	basic	pythonset	0.12060546875
kinships	basic	pythonset	0.04296875
kinships	basic	pythonset	0.07763671875
kinships	basic	pythonset	0.017822265625
kinships	basic	pythonset	0.02490234375
kinships	basic	pythonset	0.018310546875
kinships	basic	pythonset	0.014404296875
kinships	basic	pythonset	0.021240234375
kinships	basic	pythonset	0.01904296875
kinships	basic	pythonset	0.095458984375
kinships	basic	pythonset	0.0087890625
kinships	basic	pythonset	0.029052734375
kinships	basic	pythonset	0.02001953125
kinships	basic	pythonset	0.03515625
kinships	basic	pythonset	0.028564453125
kinships	basic	pythonset	0.0361328125
kinships	basic	pythonset	0.029296875
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.053955078125
kinships	basic	pythonset	0.063720703125
kinships	basic	pythonset	0.065673828125
kinships	basic	pythonset	0.059814453125
kinships	basic	pythonset	0.056640625
kinships	basic	pythonset	0.1005859375
kinships	basic	pythonset	0.087158203125
kinships	basic	pythonset	0.092529296875
kinships	basic	pythonset	0.095947265625
kinships	basic	pythonset	0.093505859375
kinships	basic	pythonset	0.093994140625
kinships	basic	pythonset	0.1064453125
kinships	basic	pythonset	0.091064453125
kinships	basic	pythonset	0.0927734375
kinships	basic	pythonset	0.07177734375
kinships	basic	pythonset	0.162109375
kinships	basic	pythonset	0.105712890625
kinships	basic	pythonset	0.078857421875
kinships	basic	pythonset	0.080810546875
kinships	basic	pythonset	0.080322265625
kinships	basic	pythonset	0.064697265625
kinships	basic	pythonset	0.05615234375
kinships	basic	pythonset	0.087890625
kinships	basic	pythonset	0.025390625
kinships	basic	pythonset	0.091064453125
kinships	basic	pythonset	0.195068359375
kinships	basic	pythonset	0.13427734375
kinships	basic	pythonset	0.08935546875
kinships	basic	pythonset	0.116943359375
kinships	basic	pythonset	0.14501953125
kinships	basic	pythonset	0.103271484375
kinships	basic	pythonset	0.110595703125
kinships	basic	pythonset	0.10888671875
kinships	basic	pythonset	0.1064453125
kinships	basic	pythonset	0.039306640625
kinships	basic	pythonset	0.034912109375
kinships	basic	pythonset	0.037841796875
kinships	basic	pythonset	0.0380859375
kinships	basic	pythonset	0.06884765625
kinships	basic	pythonset	0.068115234375
kinships	basic	pythonset	0.064453125
kinships	basic	pythonset	0.069091796875
kinships	basic	pythonset	0.07177734375
kinships	basic	pythonset	0.0625
kinships	basic	pythonset	0.028076171875
kinships	basic	pythonset	0.030517578125
kinships	basic	pythonset	0.0244140625
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0205078125
kinships	basic	pythonset	0.021240234375
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0302734375
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.009765625
kinships	basic	pythonset	0.009521484375
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.061279296875
kinships	basic	pythonset	0.033203125
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.07373046875
kinships	basic	pythonset	0.078369140625
kinships	basic	pythonset	0.0634765625
kinships	basic	pythonset	0.056884765625
kinships	basic	pythonset	0.0546875
kinships	basic	pythonset	0.060546875
kinships	basic	pythonset	0.052490234375
kinships	basic	pythonset	0.026611328125
kinships	basic	pythonset	0.0263671875
kinships	basic	pythonset	0.025634765625
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.00830078125
kinships	basic	pythonset	0.01025390625
kinships	basic	pythonset	0.02001953125
kinships	basic	pythonset	0.015380859375
kinships	basic	pythonset	0.052978515625
kinships	basic	pythonset	0.04638671875
kinships	basic	pythonset	0.04248046875
kinships	basic	pythonset	0.02197265625
kinships	basic	pythonset	0.147216796875
kinships	basic	pythonset	0.098876953125
kinships	basic	pythonset	0.099365234375
kinships	basic	pythonset	0.0517578125
kinships	basic	pythonset	0.077880859375
kinships	basic	pythonset	0.079833984375
kinships	basic	pythonset	0.053466796875
kinships	basic	pythonset	0.046875
kinships	basic	pythonset	0.034423828125
kinships	basic	pythonset	0.04443359375
kinships	basic	pythonset	0.007080078125
kinships	basic	pythonset	0.08056640625
kinships	basic	pythonset	0.16943359375
kinships	basic	pythonset	0.16796875
kinships	basic	pythonset	0.063720703125
kinships	basic	pythonset	0.08935546875
kinships	basic	pythonset	0.0888671875
kinships	basic	pythonset	0.1064453125
kinships	basic	pythonset	0.097900390625
kinships	basic	pythonset	0.1015625
kinships	basic	pythonset	0.095947265625
kinships	basic	pythonset	0.0986328125
kinships	basic	pythonset	0.05322265625
kinships	basic	pythonset	0.050048828125
kinships	basic	pythonset	0.047607421875
kinships	basic	pythonset	0.052734375
kinships	basic	pythonset	0.0478515625
kinships	basic	pythonset	0.05322265625
kinships	basic	pythonset	0.094970703125
kinships	basic	pythonset	0.094482421875
kinships	basic	pythonset	0.09912109375
kinships	basic	pythonset	0.122314453125
kinships	basic	pythonset	0.07421875
kinships	basic	pythonset	0.1025390625
kinships	basic	pythonset	0.09716796875
kinships	basic	pythonset	0.082763671875
kinships	basic	pythonset	0.055908203125
kinships	basic	pythonset	0.09326171875
kinships	basic	pythonset	0.144775390625
kinships	basic	pythonset	0.151611328125
kinships	basic	pythonset	0.071044921875
kinships	basic	pythonset	0.06494140625
kinships	basic	pythonset	0.110107421875
kinships	basic	pythonset	0.080078125
kinships	basic	pythonset	0.12109375
kinships	basic	pythonset	0.099853515625
kinships	basic	pythonset	0.092529296875
kinships	basic	pythonset	0.02294921875
kinships	basic	pythonset	0.088134765625
kinships	basic	pythonset	0.10107421875
kinships	basic	pythonset	0.100341796875
kinships	basic	pythonset	0.095458984375
kinships	basic	pythonset	0.100830078125
kinships	basic	pythonset	0.10107421875
kinships	basic	pythonset	0.10546875
kinships	basic	pythonset	0.09765625
kinships	basic	pythonset	0.09228515625
kinships	basic	pythonset	0.078369140625
kinships	basic	pythonset	0.08056640625
kinships	basic	pythonset	0.077392578125
kinships	basic	pythonset	0.0810546875
kinships	basic	pythonset	0.068115234375
kinships	basic	pythonset	0.082763671875
kinships	basic	pythonset	0.06787109375
kinships	basic	pythonset	0.079345703125
kinships	basic	pythonset	0.105712890625
kinships	basic	pythonset	0.149658203125
kinships	basic	pythonset	0.045166015625
kinships	basic	pythonset	0.03076171875
kinships	basic	pythonset	0.08740234375
kinships	basic	pythonset	0.0556640625
kinships	basic	pythonset	0.036865234375
kinships	basic	pythonset	0.113037109375
kinships	basic	pythonset	0.128173828125
kinships	basic	pythonset	0.107421875
kinships	basic	pythonset	0.104736328125
kinships	basic	pythonset	0.089111328125
kinships	basic	pythonset	0.107666015625
kinships	basic	pythonset	0.12646484375
kinships	basic	pythonset	0.078857421875
kinships	basic	pythonset	0.0751953125
kinships	basic	pythonset	0.08740234375
kinships	basic	pythonset	0.078125
kinships	basic	pythonset	0.0791015625
kinships	basic	pythonset	0.07421875
kinships	basic	pythonset	0.071044921875
kinships	basic	pythonset	0.077880859375
kinships	basic	pythonset	0.068603515625
kinships	basic	pythonset	0.056884765625
kinships	basic	pythonset	0.060546875
kinships	basic	pythonset	0.055908203125
kinships	basic	pythonset	0.061279296875
kinships	basic	pythonset	0.05517578125
kinships	basic	pythonset	0.0654296875
kinships	basic	pythonset	0.010009765625
kinships	basic	pythonset	0.08203125
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.009033203125
kinships	basic	pythonset	0.031494140625
kinships	basic	pythonset	0.049560546875
kinships	basic	pythonset	0.060791015625
kinships	basic	pythonset	0.063720703125
kinships	basic	pythonset	0.058837890625
kinships	basic	pythonset	0.059326171875
kinships	basic	pythonset	0.0869140625
kinships	basic	pythonset	0.073486328125
kinships	basic	pythonset	0.105712890625
kinships	basic	pythonset	0.0595703125
kinships	basic	pythonset	0.103515625
kinships	basic	pythonset	0.1142578125
kinships	basic	pythonset	0.06689453125
kinships	basic	pythonset	0.00830078125
kinships	basic	pythonset	0.017578125
kinships	basic	pythonset	0.018798828125
kinships	basic	pythonset	0.030517578125
kinships	basic	pythonset	0.031005859375
kinships	basic	pythonset	0.026611328125
kinships	basic	pythonset	0.093017578125
kinships	basic	pythonset	0.08984375
kinships	basic	pythonset	0.080810546875
kinships	basic	pythonset	0.08544921875
kinships	basic	pythonset	0.0908203125
kinships	basic	pythonset	0.090087890625
kinships	basic	pythonset	0.085205078125
kinships	basic	pythonset	0.09130859375
kinships	basic	pythonset	0.084716796875
kinships	basic	pythonset	0.087646484375
kinships	basic	pythonset	0.102783203125
kinships	basic	pythonset	0.0654296875
kinships	basic	pythonset	0.016357421875
kinships	basic	pythonset	0.09619140625
kinships	basic	pythonset	0.066162109375
kinships	basic	pythonset	0.052734375
kinships	basic	pythonset	0.079345703125
kinships	basic	pythonset	0.07568359375
kinships	basic	pythonset	0.064697265625
kinships	basic	pythonset	0.107177734375
kinships	basic	pythonset	0.084716796875
kinships	basic	pythonset	0.05712890625
kinships	basic	pythonset	0.076904296875
kinships	basic	pythonset	0.051513671875
kinships	basic	pythonset	0.031494140625
kinships	basic	pythonset	0.046875
kinships	basic	pythonset	0.077880859375
kinships	basic	pythonset	0.0859375
kinships	basic	pythonset	0.08447265625
kinships	basic	pythonset	0.076416015625
kinships	basic	pythonset	0.07666015625
kinships	basic	pythonset	0.072265625
kinships	basic	pythonset	0.083251953125
kinships	basic	pythonset	0.078369140625
kinships	basic	pythonset	0.076171875
kinships	basic	pythonset	0.0791015625
kinships	basic	pythonset	0.0732421875
kinships	basic	pythonset	0.062255859375
kinships	basic	pythonset	0.0595703125
kinships	basic	pythonset	0.057373046875
kinships	basic	pythonset	0.05859375
kinships	basic	pythonset	0.05517578125
kinships	basic	pythonset	0.157958984375
kinships	basic	pythonset	0.078369140625
kinships	basic	pythonset	0.085205078125
kinships	basic	pythonset	0.076416015625
kinships	basic	pythonset	0.09716796875
kinships	basic	pythonset	0.076904296875
kinships	basic	pythonset	0.1181640625
kinships	basic	pythonset	0.0986328125
kinships	basic	pythonset	0.107177734375
kinships	basic	pythonset	0.09375
kinships	basic	pythonset	0.057373046875
kinships	basic	pythonset	0.086181640625
kinships	basic	pythonset	0.080078125
kinships	basic	pythonset	0.095703125
kinships	basic	pythonset	0.036376953125
kinships	basic	pythonset	0.04345703125
kinships	basic	pythonset	0.0185546875
kinships	basic	pythonset	0.017578125
kinships	basic	pythonset	0.021484375
kinships	basic	pythonset	0.0224609375
kinships	basic	pythonset	0.0205078125
kinships	basic	pythonset	0.016845703125
kinships	basic	pythonset	0.05126953125
kinships	basic	pythonset	0.046630859375
kinships	basic	pythonset	0.0498046875
kinships	basic	pythonset	0.05322265625
kinships	basic	pythonset	0.046630859375
kinships	basic	pythonset	0.040771484375
kinships	basic	pythonset	0.03955078125
kinships	basic	pythonset	0.041259765625
kinships	basic	pythonset	0.0361328125
kinships	basic	pythonset	0.0634765625
kinships	basic	pythonset	0.149658203125
kinships	basic	pythonset	0.203125
kinships	basic	pythonset	0.13720703125
kinships	basic	pythonset	0.1591796875
kinships	basic	pythonset	0.132080078125
kinships	basic	pythonset	0.134033203125
kinships	basic	pythonset	0.146728515625
kinships	basic	pythonset	0.172119140625
kinships	basic	pythonset	0.1123046875
kinships	basic	pythonset	0.123779296875
kinships	basic	pythonset	0.155029296875
kinships	basic	pythonset	0.109375
kinships	basic	pythonset	0.076904296875
kinships	basic	pythonset	0.1123046875
kinships	basic	pythonset	0.10791015625
kinships	basic	pythonset	0.1171875
kinships	basic	pythonset	0.0751953125
kinships	basic	pythonset	0.0732421875
kinships	basic	pythonset	0.08251953125
kinships	basic	pythonset	0.081298828125
kinships	basic	pythonset	0.07763671875
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0439453125
kinships	basic	pythonset	0.038818359375
kinships	basic	pythonset	0.03369140625
kinships	basic	pythonset	0.03759765625
kinships	basic	pythonset	0.057373046875
kinships	basic	pythonset	0.05908203125
kinships	basic	pythonset	0.0615234375
kinships	basic	pythonset	0.054931640625
kinships	basic	pythonset	0.060302734375
kinships	basic	pythonset	0.058837890625
kinships	basic	pythonset	0.057861328125
kinships	basic	pythonset	0.07861328125
kinships	basic	pythonset	0.052734375
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.066162109375
kinships	basic	pythonset	0.048095703125
kinships	basic	pythonset	0.05859375
kinships	basic	pythonset	0.06884765625
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.06640625
kinships	basic	pythonset	0.056640625
kinships	basic	pythonset	0.065673828125
kinships	basic	pythonset	0.054931640625
kinships	basic	pythonset	0.065185546875
kinships	basic	pythonset	0.062255859375
kinships	basic	pythonset	0.06005859375
kinships	basic	pythonset	0.114990234375
kinships	basic	pythonset	0.119873046875
kinships	basic	pythonset	0.114013671875
kinships	basic	pythonset	0.114990234375
kinships	basic	pythonset	0.117919921875
kinships	basic	pythonset	0.11669921875
kinships	basic	pythonset	0.12060546875
kinships	basic	pythonset	0.109619140625
kinships	basic	pythonset	0.120849609375
kinships	basic	pythonset	0.12841796875
kinships	basic	pythonset	0.009765625
kinships	basic	pythonset	0.009033203125
kinships	basic	pythonset	0.087646484375
kinships	basic	pythonset	0.08740234375
kinships	basic	pythonset	0.083740234375
kinships	basic	pythonset	0.085205078125
kinships	basic	pythonset	0.039306640625
kinships	basic	pythonset	0.00634765625
kinships	basic	pythonset	0.030029296875
kinships	basic	pythonset	0.081298828125
kinships	basic	pythonset	0.0107421875
kinships	basic	pythonset	0.01025390625
kinships	basic	pythonset	0.01123046875
kinships	basic	pythonset	0.03515625
kinships	basic	pythonset	0.0068359375
kinships	basic	pythonset	0.046875
kinships	basic	pythonset	0.0087890625
kinships	basic	pythonset	0.0087890625
kinships	basic	pythonset	0.021728515625
kinships	basic	pythonset	0.037109375
kinships	basic	pythonset	0.0205078125
kinships	basic	pythonset	0.03125
kinships	basic	pythonset	0.0810546875
kinships	basic	pythonset	0.0751953125
kinships	basic	pythonset	0.065673828125
kinships	basic	pythonset	0.081298828125
kinships	basic	pythonset	0.045654296875
kinships	basic	pythonset	0.048828125
kinships	basic	pythonset	0.047119140625
kinships	basic	pythonset	0.042724609375
kinships	basic	pythonset	0.046630859375
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.038818359375
kinships	basic	pythonset	0.039794921875
kinships	basic	pythonset	0.039306640625
kinships	basic	pythonset	0.0390625
kinships	basic	pythonset	0.07373046875
kinships	basic	pythonset	0.071533203125
kinships	basic	pythonset	0.077392578125
kinships	basic	pythonset	0.156494140625
kinships	basic	pythonset	0.070556640625
kinships	basic	pythonset	0.120361328125
kinships	basic	pythonset	0.134033203125
kinships	basic	pythonset	0.07177734375
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.10791015625
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.083251953125
kinships	basic	pythonset	0.10107421875
kinships	basic	pythonset	0.051025390625
kinships	basic	pythonset	0.060302734375
kinships	basic	pythonset	0.073974609375
kinships	basic	pythonset	0.0634765625
kinships	basic	pythonset	0.073486328125
kinships	basic	pythonset	0.068359375
kinships	basic	pythonset	0.071044921875
kinships	basic	pythonset	0.06640625
kinships	basic	pythonset	0.008544921875
kinships	basic	pythonset	0.010498046875
kinships	basic	pythonset	0.13525390625
kinships	basic	pythonset	0.1318359375
kinships	basic	pythonset	0.14697265625
kinships	basic	pythonset	0.13916015625
kinships	basic	pythonset	0.131591796875
kinships	basic	pythonset	0.141357421875
kinships	basic	pythonset	0.1376953125
kinships	basic	pythonset	0.132568359375
kinships	basic	pythonset	0.01220703125
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.179443359375
kinships	basic	pythonset	0.172119140625
kinships	basic	pythonset	0.031982421875
kinships	basic	pythonset	0.104736328125
kinships	basic	pythonset	0.03564453125
kinships	basic	pythonset	0.141357421875
kinships	basic	pythonset	0.141357421875
kinships	basic	pythonset	0.123779296875
kinships	basic	pythonset	0.115966796875
kinships	basic	pythonset	0.172119140625
kinships	basic	pythonset	0.1728515625
kinships	basic	pythonset	0.144287109375
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.042724609375
kinships	basic	pythonset	0.043701171875
kinships	basic	pythonset	0.041259765625
kinships	basic	pythonset	0.011474609375
kinships	basic	pythonset	0.009765625
kinships	basic	pythonset	0.048583984375
kinships	basic	pythonset	0.049560546875
kinships	basic	pythonset	0.0498046875
kinships	basic	pythonset	0.05078125
kinships	basic	pythonset	0.049072265625
kinships	basic	pythonset	0.04296875
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.056884765625
kinships	basic	pythonset	0.055908203125
kinships	basic	pythonset	0.0537109375
kinships	basic	pythonset	0.059814453125
kinships	basic	pythonset	0.040283203125
kinships	basic	pythonset	0.03125
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.01123046875
kinships	basic	pythonset	0.008056640625
kinships	basic	pythonset	0.0185546875
kinships	basic	pythonset	0.10888671875
kinships	basic	pythonset	0.01025390625
kinships	basic	pythonset	0.011962890625
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.008544921875
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.011474609375
kinships	basic	pythonset	0.1630859375
kinships	basic	pythonset	0.0556640625
kinships	basic	pythonset	0.12548828125
kinships	basic	pythonset	0.009765625
kinships	basic	pythonset	0.0185546875
kinships	basic	pythonset	0.01953125
kinships	basic	pythonset	0.01953125
kinships	basic	pythonset	0.100830078125
kinships	basic	pythonset	0.101806640625
kinships	basic	pythonset	0.093505859375
kinships	basic	pythonset	0.103759765625
kinships	basic	pythonset	0.098388671875
kinships	basic	pythonset	0.10302734375
kinships	basic	pythonset	0.104736328125
kinships	basic	pythonset	0.102783203125
kinships	basic	pythonset	0.105712890625
kinships	basic	pythonset	0.108154296875
kinships	basic	pythonset	0.009765625
kinships	basic	pythonset	0.007080078125
kinships	basic	pythonset	0.045166015625
kinships	basic	pythonset	0.03369140625
kinships	basic	pythonset	0.042724609375
kinships	basic	pythonset	0.046630859375
kinships	basic	pythonset	0.0
kinships	basic	pythonset	0.067138671875
kinships	basic	pythonset	0.07470703125
kinships	basic	pythonset	0.00927734375
kinships	basic	pythonset	0.04052734375
kinships	basic	pythonset	0.086669921875
